i	j	weight
Helicase_C	zf-CW	2
IQ	Myosin_TH1	1
IQ	Myosin_head	1
IQ	PWWP	1
JAB	PWWP	1
JmjC	PWWP	1
JmjC	zf-4CXXC_R1	1
KHA	PWWP	1
KH_1	RRM_1	1
LBR_tudor	PHD_2	1
LBR_tudor	PWWP	1
LBR_tudor	SET	1
LBR_tudor	zf-HC5HC2H_2	1
LEDGF	PWWP	33
Linker_histone	PWWP	2
Linker_histone	WHIM1	2
Linker_histone	WSD	2
MRG	PWWP	1
Med26	PWWP	26
Med26	TFIIS_C	6
Med26	TFIIS_M	4
MutS_I	MutS_II	27
MutS_I	MutS_III	28
MutS_I	MutS_IV	25
MutS_I	MutS_V	23
MutS_I	PWWP	31
MutS_II	MutS_III	26
MutS_II	MutS_IV	23
MutS_II	MutS_V	23
MutS_II	PWWP	27
MutS_III	MutS_IV	25
MutS_III	MutS_V	22
MutS_III	PWWP	28
MutS_IV	MutS_V	22
MutS_IV	PWWP	25
MutS_V	PWWP	23
Myosin_TH1	Myosin_head	1
Myosin_TH1	PWWP	1
Myosin_head	PWWP	1
NAD_binding_11	NAD_binding_2	16
NAD_binding_11	PWWP	16
NAD_binding_2	PWWP	23
PHD	PHD_2	20
PHD	PLU-1	1
PHD	PWWP	80
PHD	SAND	5
PHD	SET	33
PHD	SNF2_N	8
PHD	UCH	1
PHD	WSD	1
PHD	zf-CW	1
PHD	zf-HC5HC2H	2
PHD	zf-HC5HC2H_2	22
PHD_2	PLU-1	1
PHD_2	PWWP	87
PHD_2	RIIa	1
PHD_2	SAND	5
PHD_2	SET	42
PHD_2	cNMP_binding	1
PHD_2	zf-CW	1
PHD_2	zf-HC5HC2H_2	86
PLU-1	PWWP	1
PLU-1	zf-HC5HC2H_2	1
PWWP	PWWP	370
PWWP	Pkinase	1
PWWP	RIIa	1
PWWP	RRM_1	2
PWWP	RVT_1	1
PWWP	SAND	5
PWWP	SET	118
PWWP	SMC_hinge	1
PWWP	SNF2_N	12
PWWP	SPOC	1
PWWP	TFIIS_C	12
PWWP	TFIIS_M	7
PWWP	TIR_2	1
PWWP	TPR_1	1
PWWP	TPR_8	1
PWWP	Tudor-knot	2
PWWP	UCH	1
PWWP	WD40	3
PWWP	WHIM1	2
PWWP	WSD	3
PWWP	cNMP_binding	1
PWWP	mono-CXXC	1
PWWP	tRNA-synt_2d	1
PWWP	zf-4CXXC_R1	3
PWWP	zf-CW	49
PWWP	zf-HC5HC2H	3
PWWP	zf-HC5HC2H_2	93
PWWP	zf-MIZ	1
PWWP	zf-MYND	1
RIIa	cNMP_binding	1
RIIa	zf-HC5HC2H_2	1
RVT_1	zf-CW	1
SAND	SET	5
SAND	zf-CW	1
SAND	zf-HC5HC2H_2	5
SET	WD40	1
SET	zf-CW	1
SET	zf-HC5HC2H	2
SET	zf-HC5HC2H_2	49
SNF2_N	zf-CW	2
SPOC	TFIIS_M	1
SPOC	zf-CW	1
TFIIS_C	TFIIS_M	6
TFIIS_M	zf-CW	1
TPR_1	TPR_8	1
WHIM1	WSD	2
cNMP_binding	zf-HC5HC2H_2	1
zf-CW	zf-HC5HC2H_2	1
